Price,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,ECH,EWW,EWZ,GXG,ECH,EWW,EWZ,GXG,ECH,EWW,EWZ,GXG,ECH,EWW,EWZ,GXG,ECH,EWW,EWZ,GXG
Date,,,,,,,,,,,,,,,,,,,,
2015-01-14,27.23836898803711,43.77899169921875,20.97957420349121,29.099458694458008,27.403493200616875,43.96005376557097,21.061002748221537,29.099458694458008,27.00863071499602,43.077380868665244,20.659675398295736,28.50710386418414,27.238368988037106,43.38669295369219,20.75855228296501,28.976050849698737,520800,2216300,15871000,19509
2015-01-15,26.93683624267578,43.35650634765625,20.665485382080078,28.976057052612305,27.40349087195607,44.16373529450242,21.24130485625669,29.617776099686427,26.908118276311946,43.23579929610588,20.65385241890106,28.926695316427033,27.40349087195607,44.16373529450242,21.183140040361604,29.44500649232392,316200,2083200,14300900,25045
2015-01-16,27.030168533325195,43.88459396362305,21.357635498046875,29.445003509521484,27.08042360561462,43.997758073376,21.357635498046875,29.467216406245143,26.886581438771398,43.258427089203174,21.0319191360765,29.07477993349373,26.96555447771079,43.348956650275824,21.055185065951783,29.07477993349373,174600,2463800,19665400,5677
2015-01-20,27.145042419433594,44.02040100097656,21.002830505371094,29.543724060058594,27.23119359578874,44.29953844231219,21.03772716924762,29.568403744347762,27.02299240912533,43.4696748069729,20.723646100556785,29.27222634859937,27.109143585480474,43.960048904122644,20.944665700976184,29.42031622337792,169000,2156300,23278600,50605
2015-01-21,27.690670013427734,44.42023468017578,21.700801849365234,29.790538787841797,27.748105956433527,44.548484653388506,21.805496323009535,29.91394663035609,27.101965291100868,43.93740651156782,21.084267973322273,29.321591810858067,27.14504224835521,44.23917267800635,21.142430583675168,29.321591810858067,303100,2794800,16172900,28842
2015-01-22,28.430145263671875,45.461334228515625,22.049779891967773,30.38290023803711,28.552195295901786,45.56695541409652,22.21845455252132,30.382900238037106,27.855799420317325,44.7144602652905,21.753147056822886,29.7414283996381,27.949131475705254,44.91060813988893,22.08467878618059,29.790542981346324,370300,3969000,18016300,29424
2015-01-23,28.121421813964844,45.03886795043945,21.404163360595703,30.358217239379883,28.494747136911133,45.44625538120563,21.67171487564741,30.432261011456312,27.985015590438557,44.95588130218522,21.35763372347241,30.037357755303255,28.437313946524846,45.32554831407678,21.66589950304238,30.210127341417948,150100,2220700,17658800,19701
2015-01-26,28.099891662597656,45.212371826171875,21.24712371826172,30.456951141357422,28.114250648420995,45.438697155464055,21.444879687264297,30.456951141357422,27.884512352640566,44.782352837151926,21.130798504887093,30.13609157207552,28.04963658156422,45.008678166444106,21.22967538000777,30.30886120406974,54400,1504600,12156700,8746
2015-01-27,28.16450309753418,45.0086784362793,21.5030460357666,30.62971305847168,28.21475817387137,45.114296732056665,21.596107544314552,30.679077143070526,27.855791777922125,44.65410026227008,20.967940697544847,30.259491839216743,27.934764823222363,44.88042847080183,21.02028793477566,30.33353561230591,126900,1744800,13429600,6391
2015-01-28,27.96348762512207,44.186370849609375,20.92140769958496,30.555667877197266,28.50911543623956,45.08412944452594,21.25875478196927,30.851845309713433,27.89169269030613,44.0354863024437,20.87487584338794,30.43226002519661,28.214763050236034,44.75218574306815,21.113346059495115,30.75311949887471,269100,2919800,14606900,15352
2015-01-29,27.862972259521484,43.748802185058594,20.93885040283203,29.741182327270508,28.006556624986004,44.07320002706106,21.04936020342656,30.259493474523858,27.719385155360747,43.37159231336701,20.665481368125054,29.54373068582249,27.898868350887614,43.93740712090439,21.020278910508043,30.234811430890545,100400,1996800,14304300,12760
2015-01-30,27.36042022705078,42.436119079589844,19.95589256286621,29.370954513549805,27.626054603796955,43.047200230374,20.182729800053448,29.543726440346166,27.267088193552144,42.33050075478645,19.868646447596866,29.124141174111834,27.396316320335988,42.66244447243762,19.967525526152848,29.247549020735267,226900,3786700,25128300,17193
2015-02-02,27.94912338256836,43.032108306884766,20.188541412353516,30.234813690185547,28.035274549450776,43.205624524507286,20.229255666893586,30.234813690185547,27.54708003929005,42.52664551825976,19.822113121492876,29.691820458723743,27.582976130599707,42.66244131950927,19.845376824972583,29.741184549679094,189800,2350900,18088800,7179
2015-02-03,28.451677322387695,43.68844223022461,20.758548736572266,31.691017150878906,28.55936559800246,43.91476755179197,20.816713557700925,31.715699193031615,28.056814834407692,43.39421902439878,20.415384057576865,30.6050308342506,28.142966002638758,43.74125137599424,20.485181842931258,30.6050308342506,250400,5268000,17543000,10267
2015-02-04,28.336807250976562,43.38667297363281,20.48518180847168,30.802478790283203,28.523468565772756,43.96757645173344,20.66548720676458,31.197384356201983,28.28655217627389,43.25842301401866,20.13038416584738,30.70375298725571,28.451676384396414,43.416850450441764,20.15946546698226,31.197384356201983,203300,2149400,15882800,89380
2015-02-05,28.7244873046875,44.1712760925293,20.648035049438477,31.271434783935547,28.846537292834707,44.27689439779876,20.76436245121561,31.370160608001427,28.466033822550393,43.52247464257919,20.304870434514285,30.85184944320324,28.552184983262762,43.60546127611462,20.304870434514285,30.85184944320324,212000,2135000,11428600,27394
2015-02-06,28.50193214416504,44.13356399536133,20.019868850708008,30.950571060180664,29.08345594790083,44.239182320529885,20.13038088326527,31.468882154525204,28.42295909953518,43.68845614080559,19.868644778209504,30.790142500559043,28.83935869117956,43.69599907351041,20.037319403552186,31.172704722586754,187600,2769500,19329500,22104
2015-02-09,28.631160736083984,44.33725357055664,20.275794982910156,30.876527786254883,28.681415812821967,44.51076978539099,20.374671860725865,31.172705222947354,28.54500682850777,43.93741198323763,19.862834695395225,30.802481661724993,28.54500682850777,43.93741198323763,19.862834695395225,30.950571556975742,155600,1811700,11747800,44770
2015-02-10,28.53782844543457,43.81670379638672,19.682525634765625,30.0373592376709,28.695774535854998,44.39760451556358,19.9849760571614,30.851847832134517,28.379882355014143,43.73371715710912,19.513850976720864,29.987995151311072,28.52346946096942,44.276897461491565,19.967527719695088,30.827165788954602,155700,1792700,14339400,19608
2015-02-11,28.315258026123047,42.73033905029297,19.29864501953125,29.02541160583496,28.53063997629873,43.49984762835382,19.40333947284784,29.864582029545787,28.01372767778951,42.46629325884805,18.984561659581477,28.97604753205969,28.351156843615836,43.40177224386716,19.205583529778828,29.864582029545787,175800,4670300,20615100,29669
2015-02-12,29.090635299682617,44.34478759765625,20.054767608642578,29.469682693481445,29.255759503204413,44.51076084716134,20.072215942613838,29.790542179019813,28.595262689117234,43.21315808459283,19.699970026155796,29.272231064505384,28.595262689117234,43.21315808459283,19.74650187509339,29.272231064505384,155300,4212300,17716400,26920
2015-02-13,29.449604034423828,44.586212158203125,20.386301040649414,30.08671760559082,29.471141142223686,44.69183335503816,20.415382339385687,30.111399646010515,29.14807083174427,44.3221663608239,20.101301206768717,29.445001031341278,29.227043878605496,44.3221663608239,20.101301206768717,29.445001031341278,216300,1742200,15122100,20097
2015-02-17,29.21986198425293,44.654109954833984,20.57242774963379,29.83990478515625,29.42088226763002,44.691833249699265,20.595693680350674,29.889266513050764,29.076274893828163,43.975133815509174,20.118753194460925,29.593336234198528,29.42088226763002,44.571126188627076,20.45028494151206,29.815222744304506,113600,1422900,8047900,20282
2015-02-18,29.37063217163086,44.586212158203125,20.58405876159668,29.43512535095215,29.420887250987416,44.880438318275715,20.735285078144006,29.81522075171625,29.140893883516178,44.254268458943045,20.363036878283467,29.42031753971611,29.25576302757352,44.48059383925143,20.496814857829587,29.741176987918426,75000,1398200,12806100,9390
2015-02-19,29.413700103759766,44.31462478637695,20.3455867767334,29.222864151000977,29.600361378575496,44.59375933471396,20.543342714386487,29.395633707259183,29.291650135126122,43.9977669419299,20.165279174568244,29.000730519349766,29.291650135126122,44.20900358630565,20.310687886996664,29.32158994797833,165900,1037000,9627600,10040
2015-02-20,29.61472511291504,44.54848861694336,20.275794982910156,28.803279876708984,29.679339168163786,44.6390181871412,20.35140814867359,29.148821354446593,29.3849868584075,43.88459838709852,20.014058808160804,28.63051031474455,29.50703410793512,44.19391326788384,20.147834582196854,29.05009555420853,225100,1206400,12997900,19803
2015-02-23,29.45677375793457,44.46550750732422,20.21181297302246,28.235607147216797,29.55010576294775,44.54095122343906,20.4386502312431,28.55646661357038,29.341904651262777,44.178830019738356,20.118751476861146,28.161563379230262,29.507028820935005,44.36743499320019,20.38630300097979,28.55646661357038,128200,1440200,15338700,11635
2015-02-24,29.406526565551758,45.10675811767578,20.805082321166992,28.408376693725586,29.679341793926724,45.2274651640978,20.85742955514927,28.5071024940261,29.34191250458654,44.22408550243484,20.072221045415137,28.235604777843125,29.55011367199628,44.53339748875895,20.235080339338463,28.359012616670956,132600,2325900,17534700,10772
2015-02-25,29.46395492553711,44.986053466796875,20.438648223876953,28.45774269104004,29.621898237176737,45.302908401321325,20.554975637343862,28.507106775508664,29.341904957906586,44.87288934567634,20.18272968925845,28.186247287889916,29.51420998906275,45.07658303696341,20.32813840140187,28.43306300261483,144300,1636300,16186200,6315
2015-02-26,29.377809524536133,45.2802734375,20.31068229675293,28.210933685302734,29.435245464406787,45.35571426084225,20.438642638474043,28.433067392086134,29.298839215258514,44.82007693261664,20.200172504477585,28.136887547168623,29.40652749447146,44.99359312861016,20.32231525679669,28.433067392086134,67500,1052600,12893000,15506
2015-02-27,29.657812118530273,45.42361068725586,20.578245162963867,28.210933685302734,29.708067207574967,45.642393096924735,20.9155922803836,28.38370329999673,29.327560869340495,45.12184452574144,20.40957049487337,28.18625163925803,29.399355809902165,45.272726167557224,20.461917729151068,28.18625163925803,293300,1808900,19928900,18567
2015-03-02,29.34909439086914,44.903076171875,20.066404342651367,27.49516487121582,29.68652095329378,45.42362490600326,20.4677316307504,28.309653383796984,29.22704438758642,44.59376410471755,19.95589450879366,27.495164871215817,29.578832673722818,45.37836155044309,20.444467920669528,28.186245534113088,195600,2113500,16440700,41312
2015-03-03,29.44241714477539,44.593746185302734,19.90936279296875,27.124940872192383,29.53574915729355,44.85024898264518,20.176914320274477,27.519844101582688,29.219859773218836,44.51830249321226,19.874463899457133,26.927489257497232,29.27729296182526,44.7748052905547,19.97334298835949,27.470482374813358,170000,2068100,14316600,37370
2015-03-04,29.39933967590332,44.02040100097656,19.345176696777344,27.174301147460938,29.442413877904777,44.42024551390363,19.46732171771222,27.17430114746094,29.090628447647475,43.748812248308525,19.135789986805765,26.581946386324933,29.42087677690405,44.25427221125905,19.403341520737087,26.804077656394494,274200,2148900,20143100,51931
2015-03-05,29.090635299682617,43.748802185058594,19.07762336730957,27.00153160095215,29.435242690340633,44.201452879935324,19.19976615798752,27.307583235259898,29.090635299682617,43.635638072397946,18.926399276769388,26.92748783779751,29.277296609278007,43.93740712090439,19.193950785519455,26.952169876785323,107800,2409800,17310900,19055
2015-03-06,28.702951431274414,42.715248107910156,18.57159996032715,26.038959503173828,29.16242795972504,43.092458006477074,18.746089962389213,26.77940430661088,28.552186208882077,42.64735021105279,18.501803293874097,25.964915728972866,28.968585785779407,43.0321059192056,18.676294405316536,26.77940430661088,283600,3561400,19746400,71038
2015-03-09,28.3798828125,42.69260787963867,17.89690589904785,25.372556686401367,28.55936601316331,42.81331490787598,18.315682622050247,26.162365519535218,28.27219453531979,42.54172337487141,17.87945645290506,25.32319495834805,28.437318751286483,42.70769661790366,18.292417803240372,26.162365519535218,141400,1480300,19967200,32712
2015-03-10,27.827075958251953,42.058902740478516,17.71660041809082,24.80488395690918,28.265015433326766,42.43611263052765,17.984153077610685,25.1504231159501,27.8198978348049,41.998547776686785,17.617723539511186,24.73084018765884,28.10707206922341,42.24750768550309,17.92017287675972,25.076379346699756,133800,2595400,24304600,38153
2015-03-11,27.705036163330078,42.60963439941406,17.803842544555664,24.8542423248291,27.86298230874226,42.7454302077973,17.925985326649815,24.95296812175142,27.611704101159496,41.99101032917194,17.547922908107402,24.656790730984454,27.81272721496515,42.05136530084603,17.629351429503505,24.804880603272274,234600,2324000,16183600,23102
2015-03-12,27.941946029663086,43.37160110473633,17.658432006835938,25.101057052612305,28.18604331539391,43.447041943213236,18.15863715563842,25.150418772317796,27.884512824095193,42.97930241331267,17.588635346171717,24.92828750293021,28.028099946059772,43.11509822487792,18.11792289915941,25.076375015855266,182000,2075700,18716600,8890
2015-03-13,27.35323715209961,43.20561981201172,17.047714233398438,24.9776554107666,27.81271642054269,43.23579729297195,17.169858107930384,25.02701949651046,27.259907864848362,42.768054971737264,16.762713338664216,24.706160000602857,27.81271642054269,43.182988140233036,17.152408666031466,24.903611635959972,375300,2034100,25330200,12191
2015-03-16,27.468111038208008,43.582828521728516,17.169864654541016,24.755521774291992,27.597339176900764,43.74125597569717,17.408334904516806,25.07638127074078,27.36042274842846,43.19807284450988,17.06517018198956,24.656795956446917,27.5111879973378,43.47721021908274,17.33853821968895,25.07638127074078,179000,1734900,16971300,10952
2015-03-17,27.468111038208008,43.35650634765625,17.71660041809082,25.150421142578125,27.712208329216924,43.530022554392204,17.745682831832465,25.150421142578125,27.31016766545868,43.18299014092029,16.995373198007833,24.632110090875887,27.41067783139824,43.50738800368187,17.018639129001148,24.632110090875887,292800,3303800,29042200,10778
2015-03-18,27.985017776489258,44.72200393676758,18.228445053100586,25.816822052001953,28.071168938146307,44.812536383049256,18.362220866676868,25.816822052001953,27.34605807836538,43.02455942040788,17.495584656570877,25.051695317766484,27.475286190198982,43.26597352139284,17.571196735302394,25.125741434950072,414800,4287300,27873700,29468
2015-03-19,27.690670013427734,44.05812072753906,17.57700538635254,25.619369506835938,27.87733408950006,44.586212324264395,18.019048021038568,26.063389628481783,27.547082894609755,43.786529119004115,17.47812741399671,25.57592996705374,27.834257132245718,44.37497568557426,17.92017004868274,25.915546903273444,204700,2151600,18311000,20989
2015-03-20,28.114248275756836,44.75218963623047,18.344764709472656,26.26109504699707,28.21475842934129,45.1293995980179,18.42037675599984,26.335138826463247,27.90604710693402,44.51831842388415,18.030681340712448,25.84150970700658,27.91322796858793,44.85780796506957,18.03649782265769,25.84150970700658,225400,3387600,20914000,26963
2015-03-23,28.466041564941406,44.94832992553711,18.71119499206543,26.23641014099121,28.509115787665205,45.09166864148631,18.751911479206854,26.45854380897113,28.31527356931781,44.77481085112104,18.4145621483295,26.2117280992581,28.394246629240463,45.04640242061043,18.43782807847854,26.45854380897113,156500,1430200,19766600,14754
2015-03-24,28.753210067749023,45.09921646118164,18.699562072753906,26.5325870513916,28.81782413373618,45.26518974450079,18.978746545815802,26.631312862546746,28.509112789430475,44.87289108803579,18.51343798133216,26.40917919899542,28.509112789430475,45.076584787232036,18.961295990851273,26.40917919899542,222500,1221900,16585600,59170
2015-03-25,28.760395050048828,44.442867279052734,18.402925491333008,26.4091739654541,29.0619255753877,45.37834903367242,18.92058013011251,26.73003337657543,28.667062999430996,44.37496938655709,18.402925491333008,26.409173965454105,28.853724361969793,45.265184920218694,18.891498832641,26.680671657684442,136200,2281500,13000400,13726
2015-03-26,28.451677322387695,43.7186279296875,18.007417678833008,26.285770416259766,28.796284734008218,44.43532731434791,18.40292962583353,26.359816537362146,28.40860036892403,43.695993378755894,17.89690783610923,26.162364922040318,28.796284734008218,44.43532731434791,18.338950535146246,26.335134496994687,248600,2416900,20913200,17114
2015-03-27,28.580904006958008,43.87705612182617,17.61772346496582,26.08831787109375,28.688592277157923,43.95249695182307,17.896907979420384,26.285769479377976,28.343984882865183,43.582832855801804,17.54211029893814,26.038956145927113,28.509109088128614,43.71862865210277,17.82711129611642,26.285769479377976,128100,2056000,14138700,9558
2015-03-30,28.738853454589844,43.854427337646484,18.083030700683594,26.08831787109375,28.767571428220766,44.16373936562515,18.15864275612483,26.33513355835345,28.394245987108867,43.854427337646484,17.66425393568005,25.989592066951637,28.530654992507404,44.09584146300138,17.681702274192308,26.285769479377976,168500,1579800,20271100,24907
2015-03-31,28.925512313842773,43.726165771484375,18.24588966369629,25.890872955322266,28.939871298061675,43.82424113974986,18.373848958888107,26.03896287671951,28.609620138419356,43.45457421498477,17.966704032416736,25.668739250131125,28.609620138419356,43.68090243065632,18.129562224881422,26.03896287671951,143000,2307800,20858800,66369
2015-04-01,29.413700103759766,44.46550750732422,18.75772476196289,26.63131332397461,29.49267312957643,44.563582899331756,18.97874663622514,26.680677407311993,29.126525962371087,43.92987007338465,18.589050115321676,26.038958446780303,29.14088494331008,43.960047559830585,18.69374457056374,26.038958446780303,180500,2568400,26160700,35246
2015-04-02,29.693695068359375,45.09921646118164,19.33354377746582,26.754724502563477,29.83010128696788,45.40852847598707,19.409154711972324,26.952176152826656,29.435238874199477,44.55603614120825,18.978746156858218,26.58195489703553,29.600363056313693,44.812538998209085,19.036908755518745,26.58195489703553,179300,3562200,25610600,10734
2015-04-06,30.095733642578125,46.01206588745117,19.583646774291992,27.396438598632812,30.117273483152427,46.381729986024794,19.874464235523018,27.544526132700412,29.83009934418993,45.38589605819739,19.542932507220538,27.026215055845988,29.844458325007608,45.52169185543597,19.682525864866335,27.026215055845988,635300,6203700,22720900,17254
2015-04-07,30.110097885131836,45.966793060302734,19.484766006469727,27.828365325927734,30.16753381843948,46.268562094797865,19.67088896694112,27.86538839006282,29.95933266824332,45.89135224062035,19.449867119346077,27.396441346730796,29.99522875721258,46.140309247878456,19.542928599581774,27.544528895652846,154900,2062900,9976900,175240
2015-04-08,30.067026138305664,45.98188400268555,19.932626724243164,27.816024780273438,30.504965580236252,46.48734385011491,20.12456507241739,28.35901556140478,29.96651598547496,45.85363114962188,19.79303338294845,27.643252846450746,30.31830152038243,46.30628472305001,20.01987062113658,28.210928022481323,186200,2287900,17403900,38290
2015-04-09,30.074207305908203,45.37834548950195,19.886096954345703,27.840700149536133,30.576760859636288,46.17048558816093,20.159466074526414,28.087515814540104,29.93780104735629,45.295358863168424,19.822118977425284,27.71753946693998,30.12446238741136,45.97433485721209,19.99079141659529,28.087515814540104,341900,2196300,20660600,12481
2015-04-10,29.92343521118164,45.07658004760742,20.037321090698242,27.865385055541992,30.138814473846146,45.31799413729703,20.054769426250882,27.914749135148273,29.751130157832485,44.99359341467357,19.758136628051606,27.569207639330916,29.844462175842274,45.2123758327932,19.775584963604246,27.890067095345135,216000,1457300,11963100,28640
2015-04-13,29.873178482055664,44.60129165649414,19.653440475463867,27.322389602661133,30.160349903427147,45.18219516821308,20.18272805608588,27.816020941098852,29.765487487356506,44.5560283165438,19.635989922661356,27.248345843418942,29.82292341484826,45.001136052646224,19.920991951655065,27.766656865731612,182900,1640400,19350700,73418
2015-04-14,29.98805046081543,44.93324661254883,19.996606826782227,27.347078323364258,30.232147698563857,45.18974947272819,20.083850723298514,27.495168231847195,29.80138641734521,44.8049937435175,19.711604773136244,27.273281695997856,30.08138248255054,44.91061206043548,19.926809047056143,27.421122100701105,189500,1634600,16817800,26319
2015-04-15,30.268047332763672,45.257652282714844,20.496814727783203,28.161806106567383,30.296765302614656,45.5895960115915,20.514263064673706,28.210923030111683,29.88754381767532,44.90307399926951,20.04313799978074,27.643247954540204,30.00959108149749,45.069047302649636,20.13038412175534,27.667929991262568,494800,1701900,20192800,21881
2015-04-16,30.51213836669922,45.65748977661133,20.52007484436035,28.581148147583008,30.691621533562156,45.80082851241635,20.648035209181227,28.778599761253343,30.102916965347386,45.06149740299303,20.31068596329371,28.06283707324616,30.354192303477184,45.32554607785494,20.47354521454591,28.13688083992031,335000,2473800,13665000,106437
2015-04-17,30.332658767700195,44.963417053222656,20.083850860595703,28.581148147583008,30.533679061848947,45.64993892746945,20.22925957454444,28.766258741172834,30.17471268589983,44.850255814673005,19.950075110014176,28.210926960403363,30.447527898456066,45.20483114892155,20.112934378394165,28.210926960403363,419700,2694500,18112100,68416
2015-04-20,30.00241470336914,44.64656066894531,20.066404342651367,28.433055877685547,30.232152998146265,45.02377054085064,20.194364732521098,28.851899625609153,29.909082665273274,44.51830781599838,19.91518024270076,28.334327733488205,30.232152998146265,44.90306349695625,20.142017502007217,28.581143386364538,267300,1223600,11383200,27328
2015-04-21,30.08856773376465,44.76726531982422,20.06058692932129,28.06283950805664,30.21061775090441,45.17465265039716,20.264158239079144,28.60583266966611,29.937802482030243,44.64655828238217,20.025688039608145,28.03815746575414,30.12446383103046,44.70691036216181,20.17691212417671,28.507106854265217,236100,1049200,7730200,85092
2015-04-22,30.052669525146484,44.69182586669922,20.578245162963867,28.28497314453125,30.124461714634343,44.88043079833507,20.648040735747042,28.284973144531254,29.844468341456633,44.58620468756153,20.136201358227485,27.939431614171053,30.074206634253546,44.85779624957841,20.176915627247777,28.23560905999018,329200,1264000,15715900,19816
2015-04-23,30.332658767700195,45.21992492675781,21.095897674560547,28.852645874023438,30.418809931093072,45.363266540590665,21.154060275912794,28.926692000527403,30.038306448969767,44.68428752212807,20.304873871108256,28.28497302701426,30.05984355514396,44.714465006922715,20.32232220776173,28.28497302701426,273700,1500000,21138100,41381
2015-04-24,30.655733108520508,45.491512298583984,21.619365692138672,29.34627914428711,30.670092094101218,45.53677852156136,21.63681624589775,29.37095883419521,30.37573973643783,45.13693695785202,21.258752716689273,28.852647685177214,30.39009872201854,45.37080524852741,21.293651605446623,28.852647685177214,345200,1657000,17238000,15552
2015-04-27,31.115205764770508,45.400978088378906,21.40997886657715,30.062040328979492,31.23725301875631,45.81590835065515,21.828754434941047,30.160766144763944,30.48342417244884,45.27272524199809,21.404161275777753,29.321595533691546,30.69162532904404,45.5216851260935,21.69497869044528,29.6177729810449,173100,1398300,16363900,70925
2015-04-28,31.021879196166992,45.483970642089844,21.427427291870117,30.60502815246582,31.395204623718154,45.634855178361114,21.729877670651874,30.605028152465824,30.9716241134867,45.35571777900016,21.35763173330842,30.25948900784234,31.27315734826505,45.566957280933195,21.71242933570165,30.333532774003245,223400,1471200,17506200,397057
2015-04-29,30.5336856842041,45.13693618774414,21.1715087890625,30.901214599609375,30.94290722244518,45.423613628060416,21.462326205292694,31.098666254562005,30.461893488921937,45.046403743334025,21.0261000809474,30.456947199061247,30.763423995543068,45.144479119170136,21.29365157137659,30.456947199061247,309700,1499600,11768800,54327
2015-04-30,30.311126708984375,44.22408676147461,21.061004638671875,30.802478790283203,30.605479076730845,44.74463825226936,21.148250783720748,30.851842868701358,30.217794668860893,44.03548181620302,20.74692117900989,30.432257617382312,30.605479076730845,44.69182909782396,21.136617816463456,30.753117065673866,532200,3507800,18481800,41510
2015-05-01,30.612648010253906,44.00530242919922,21.061004638671875,30.58034896850586,30.705980022358364,44.38251227874333,21.235494710007988,30.776564834364265,30.03112431172367,43.71107632913329,20.869066225830643,30.407577039547796,30.325476591103197,44.29197984277715,21.113351881948873,30.753118543654995,63100,2395400,10869600,24512
2015-05-04,30.332658767700195,44.52585220336914,21.01447296142578,30.456951141357422,30.540859923037747,44.58620428444787,21.090083913162573,30.6790848703841,30.203430653262824,43.99775782398681,20.90396089252191,30.210135363814516,30.49060484950056,44.14864234350788,20.985391655468444,30.6790848703841,119600,1632600,12034000,41891
2015-05-05,30.806495666503906,44.66920471191406,21.28202247619629,30.901214599609375,30.84957261949498,45.257654232023675,21.514677338966646,31.072750813117327,30.447529274333647,44.533408890187516,21.043552240299217,30.555673026537566,30.483425365811428,44.563586378989804,21.078451135343133,30.555673026537566,231300,2119900,17375100,11570
2015-05-06,30.97161865234375,44.52585220336914,21.119163513183594,31.370155334472656,31.0362327099247,45.099209924089806,21.665899507367218,31.839102331500182,30.799316324591967,44.32970146462689,21.049365729343208,31.172703719533814,30.978799513572813,45.099209924089806,21.665899507367218,31.345473294153074,440500,2474000,21658800,40552
2015-05-07,31.072128295898438,44.42023468017578,21.212230682373047,30.753110885620117,31.108027124069118,44.661648764479764,21.25294495779413,31.44419136793508,30.806493947351083,44.3749684601627,20.927228535663843,30.70374681712202,31.050591189952893,44.54094172232777,21.194780122362864,31.370147618996278,97000,2913700,13959400,17392
2015-05-08,31.3377685546875,45.24256134033203,21.630998611450195,30.753110885620117,31.58904394513618,45.32554798798923,21.712429351719855,30.97524448624487,31.244436521650982,45.023778883396396,21.28783397169088,30.50629525074632,31.3377685546875,45.099219720602875,21.590284350695768,30.97524448624487,229000,1869900,12731700,296861
2015-05-11,31.402389526367188,44.797447204589844,21.15406036376953,30.333295822143555,31.48135985309877,45.4537916053663,21.660084316431984,30.851854217160472,31.222906282646676,44.65410560498502,21.119163690317656,30.284181229393365,31.309057472797374,45.17465709343106,21.64263376094502,30.851854217160472,312200,1197000,15874000,14222
2015-05-12,31.452640533447266,44.54094314575195,21.24130630493164,30.296510696411133,31.58186867124998,44.82762058134766,21.468143555490812,30.456941607738916,31.230080354187795,44.38251568746754,21.107530547390617,30.086965207252927,31.40956357461416,44.465499443319146,21.14242722054679,30.25948998903469,189300,1216200,10355400,23314
2015-05-13,31.33058738708496,44.73709487915039,20.99701499938965,30.0373592376709,31.589043636850608,45.19729143113588,21.421610347949777,30.530988332223213,31.172641292517884,44.7295519471973,20.90395352188237,29.913951375580524,31.589043636850608,45.04640689112507,21.398344423882797,30.40758047013284,404100,1456500,14341100,207000
