L,H,window_id,model,ticker,val_origin_start,val_origin_end,RMSE,MAE,Directional_Accuracy
10,1,0,VAR,ECH,2019-12-18,2021-01-13,0.027018073618792136,0.01792217471178362,0.48148148148148145
10,1,0,VAR,EWW,2019-12-18,2021-01-13,0.027442670307760524,0.018754226319409355,0.5074074074074074
10,1,0,VAR,EWZ,2019-12-18,2021-01-13,0.03917132789149292,0.025025663537072564,0.5111111111111111
10,1,0,VAR,GXG,2019-12-18,2021-01-13,0.029864730195558322,0.017653622926154747,0.5259259259259259
10,1,0,Ridge,ECH,2019-12-18,2021-01-13,0.02625094950146556,0.01746846380422289,0.5518518518518518
10,1,0,Ridge,EWW,2019-12-18,2021-01-13,0.02785292746816551,0.018918608024095063,0.5518518518518518
10,1,0,Ridge,EWZ,2019-12-18,2021-01-13,0.04039366662894438,0.025539603812930165,0.5222222222222223
10,1,0,Ridge,GXG,2019-12-18,2021-01-13,0.03019444294294848,0.017696189163381927,0.5555555555555556
10,1,0,MLP,ECH,2019-12-18,2021-01-13,0.2996482883000355,0.18784729393533545,0.5222222222222223
10,1,0,MLP,EWW,2019-12-18,2021-01-13,0.2712541890706131,0.17406469514570616,0.5296296296296297
10,1,0,MLP,EWZ,2019-12-18,2021-01-13,0.21922683666473408,0.13572505116366182,0.4888888888888889
10,1,0,MLP,GXG,2019-12-18,2021-01-13,0.38206947649223255,0.22034949675835586,0.48148148148148145
10,1,0,Random Forest,ECH,2019-12-18,2021-01-13,0.026417172345944,0.01729940886648743,0.5592592592592592
10,1,0,Random Forest,EWW,2019-12-18,2021-01-13,0.02768353187626867,0.01887355445533615,0.4703703703703704
10,1,0,Random Forest,EWZ,2019-12-18,2021-01-13,0.04030605443676439,0.025421222949978846,0.5333333333333333
10,1,0,Random Forest,GXG,2019-12-18,2021-01-13,0.030059300289948913,0.017430008502615932,0.5037037037037037
10,1,0,Diffusion,ECH,2019-12-18,2021-01-13,0.02617291387512021,0.017417044323090665,0.4925925925925926
10,1,0,Diffusion,EWW,2019-12-18,2021-01-13,0.02741149953831825,0.01884804253540144,0.4777777777777778
10,1,0,Diffusion,EWZ,2019-12-18,2021-01-13,0.039672047468944274,0.025313127048701256,0.4962962962962963
10,1,0,Diffusion,GXG,2019-12-18,2021-01-13,0.029813996273503143,0.01746117025576444,0.4703703703703704
10,1,1,Random Walk,ECH,2020-09-15,2021-10-08,0.017836144580973875,0.013234301588918109,0.014814814814814815
10,1,1,Random Walk,EWW,2020-09-15,2021-10-08,0.013917369078376048,0.010822757302206372,0.014814814814814815
10,1,1,Random Walk,EWZ,2020-09-15,2021-10-08,0.020503588430397852,0.01589552036902687,0.0
10,1,1,Random Walk,GXG,2020-09-15,2021-10-08,0.013925999666845164,0.010368549309606644,0.0
10,1,1,Historical Mean,ECH,2020-09-15,2021-10-08,0.01886517720257516,0.014013482450211036,0.4962962962962963
10,1,1,Historical Mean,EWW,2020-09-15,2021-10-08,0.014692265389377563,0.01158521378422327,0.48148148148148145
10,1,1,Historical Mean,EWZ,2020-09-15,2021-10-08,0.021653144825839417,0.016796834591992695,0.5037037037037037
10,1,1,Historical Mean,GXG,2020-09-15,2021-10-08,0.014612123472683937,0.010946433934564292,0.5296296296296297
10,1,1,AR Linear,ECH,2020-09-15,2021-10-08,0.017881137418392815,0.013179139127696842,0.5111111111111111
10,1,1,AR Linear,EWW,2020-09-15,2021-10-08,0.013965628148021672,0.010797993199095607,0.5518518518518518
10,1,1,AR Linear,EWZ,2020-09-15,2021-10-08,0.02047893909860907,0.015754805381591304,0.5814814814814815
10,1,1,AR Linear,GXG,2020-09-15,2021-10-08,0.013745676004338883,0.01023082215427313,0.5814814814814815
10,1,1,ARIMA,ECH,2020-09-15,2021-10-08,0.02313751737639646,0.016533334294485592,0.4962962962962963
10,1,1,ARIMA,EWW,2020-09-15,2021-10-08,0.02107678483659276,0.016596680013442493,0.44814814814814813
10,1,1,ARIMA,EWZ,2020-09-15,2021-10-08,0.022562486312991927,0.017405565715928793,0.48148148148148145
10,1,1,ARIMA,GXG,2020-09-15,2021-10-08,0.014980835064125701,0.011044818873612845,0.5407407407407407
10,1,1,ARCH,ECH,2020-09-15,2021-10-08,0.017848273353972745,0.013288070195773603,0.4444444444444444
10,1,1,ARCH,EWW,2020-09-15,2021-10-08,0.013960374195317286,0.010886256381599537,0.4777777777777778
10,1,1,ARCH,EWZ,2020-09-15,2021-10-08,0.02038104874716059,0.015621386815009186,0.5703703703703704
10,1,1,ARCH,GXG,2020-09-15,2021-10-08,0.01366197734121731,0.01014506719003708,0.5888888888888889
10,1,1,GARCH,ECH,2020-09-15,2021-10-08,0.017959567828225886,0.013494633467126317,0.4444444444444444
10,1,1,GARCH,EWW,2020-09-15,2021-10-08,0.014225258569824178,0.011151048309874977,0.4777777777777778
10,1,1,GARCH,EWZ,2020-09-15,2021-10-08,0.02354863955926271,0.018271431323222443,0.5703703703703704
10,1,1,GARCH,GXG,2020-09-15,2021-10-08,0.01447922912113596,0.010994045563881664,0.5888888888888889
10,1,1,VAR,ECH,2020-09-15,2021-10-08,0.017847088148560487,0.013230401115211175,0.4740740740740741
10,1,1,VAR,EWW,2020-09-15,2021-10-08,0.01419986681052762,0.011075584353322563,0.4703703703703704
10,1,1,VAR,EWZ,2020-09-15,2021-10-08,0.020331683775845683,0.015641506514482685,0.5592592592592592
10,1,1,VAR,GXG,2020-09-15,2021-10-08,0.013699978674226579,0.01011783886437041,0.6037037037037037
10,1,1,Ridge,ECH,2020-09-15,2021-10-08,0.018014519860795847,0.013439065496376825,0.5296296296296297
10,1,1,Ridge,EWW,2020-09-15,2021-10-08,0.014401591331636824,0.011191633510516245,0.48148148148148145
10,1,1,Ridge,EWZ,2020-09-15,2021-10-08,0.021246573928487007,0.01649072945806522,0.5222222222222223
10,1,1,Ridge,GXG,2020-09-15,2021-10-08,0.014357386386600763,0.010753552867166267,0.5222222222222223
10,1,1,MLP,ECH,2020-09-15,2021-10-08,0.0851836302019806,0.06391218316817641,0.4740740740740741
10,1,1,MLP,EWW,2020-09-15,2021-10-08,0.08017264117474149,0.0612823811602756,0.4925925925925926
10,1,1,MLP,EWZ,2020-09-15,2021-10-08,0.05484518146276167,0.04205486728006224,0.4777777777777778
10,1,1,MLP,GXG,2020-09-15,2021-10-08,0.07993618208643478,0.06074172521637321,0.5259259259259259
10,1,1,Random Forest,ECH,2020-09-15,2021-10-08,0.017834293819008903,0.013186706045274303,0.5074074074074074
10,1,1,Random Forest,EWW,2020-09-15,2021-10-08,0.01409581501042404,0.010901553121504691,0.5370370370370371
10,1,1,Random Forest,EWZ,2020-09-15,2021-10-08,0.020658088489714514,0.016025451572328608,0.5111111111111111
10,1,1,Random Forest,GXG,2020-09-15,2021-10-08,0.01392044511685398,0.010224460882836118,0.5592592592592592
10,1,1,Diffusion,ECH,2020-09-15,2021-10-08,0.017779505646236853,0.01323327724266708,0.5037037037037037
10,1,1,Diffusion,EWW,2020-09-15,2021-10-08,0.014317753420089679,0.011334637539684096,0.42592592592592593
10,1,1,Diffusion,EWZ,2020-09-15,2021-10-08,0.0203995902500737,0.01586092790917588,0.5333333333333333
10,1,1,Diffusion,GXG,2020-09-15,2021-10-08,0.013778632033087589,0.010328905022467869,0.5222222222222223
10,1,2,Random Walk,ECH,2021-06-11,2022-07-07,0.021234216214595418,0.01574015770171832,0.014814814814814815
10,1,2,Random Walk,EWW,2021-06-11,2022-07-07,0.01275085479448026,0.0099003404974307,0.007407407407407408
10,1,2,Random Walk,EWZ,2021-06-11,2022-07-07,0.01954223552950376,0.015489649179109005,0.003703703703703704
10,1,2,Random Walk,GXG,2021-06-11,2022-07-07,0.01533606883665264,0.010781623433820775,0.003703703703703704
10,1,2,Historical Mean,ECH,2021-06-11,2022-07-07,0.02220846627979635,0.01682425764518327,0.45555555555555555
10,1,2,Historical Mean,EWW,2021-06-11,2022-07-07,0.013529635526980041,0.010298549464295965,0.5111111111111111
10,1,2,Historical Mean,EWZ,2021-06-11,2022-07-07,0.020306440257794035,0.016114532321053945,0.5222222222222223
10,1,2,Historical Mean,GXG,2021-06-11,2022-07-07,0.01591733741093041,0.011602690995218759,0.5333333333333333
10,1,2,AR Linear,ECH,2021-06-11,2022-07-07,0.021433117766609066,0.016035471898740977,0.4703703703703704
10,1,2,AR Linear,EWW,2021-06-11,2022-07-07,0.012920632125822151,0.009976508996779961,0.4925925925925926
10,1,2,AR Linear,EWZ,2021-06-11,2022-07-07,0.019752722680422084,0.01559453222778721,0.5222222222222223
10,1,2,AR Linear,GXG,2021-06-11,2022-07-07,0.015038315699993142,0.01067610179108733,0.5666666666666667
10,1,2,ARIMA,ECH,2021-06-11,2022-07-07,0.023940052641248065,0.017892086361403856,0.5
10,1,2,ARIMA,EWW,2021-06-11,2022-07-07,0.017989952236336874,0.01444660951767045,0.4703703703703704
10,1,2,ARIMA,EWZ,2021-06-11,2022-07-07,0.02071221836556555,0.01641991270171979,0.4703703703703704
10,1,2,ARIMA,GXG,2021-06-11,2022-07-07,0.016466151933391505,0.01177355308220707,0.4740740740740741
10,1,2,ARCH,ECH,2021-06-11,2022-07-07,0.0212873330291217,0.01580050986714518,0.40370370370370373
10,1,2,ARCH,EWW,2021-06-11,2022-07-07,0.012780243215693429,0.00993112341923384,0.46296296296296297
10,1,2,ARCH,EWZ,2021-06-11,2022-07-07,0.019817802706232977,0.015663514048720188,0.5370370370370371
10,1,2,ARCH,GXG,2021-06-11,2022-07-07,0.015126968728911535,0.010614377393609337,0.5888888888888889
10,1,2,GARCH,ECH,2021-06-11,2022-07-07,0.0215192438175103,0.01603810325495103,0.40370370370370373
10,1,2,GARCH,EWW,2021-06-11,2022-07-07,0.012920748593565975,0.010042934858053349,0.46296296296296297
10,1,2,GARCH,EWZ,2021-06-11,2022-07-07,0.02352887264862713,0.018757190407016663,0.5370370370370371
10,1,2,GARCH,GXG,2021-06-11,2022-07-07,0.016513095115983183,0.011715185789849463,0.5888888888888889
10,1,2,VAR,ECH,2021-06-11,2022-07-07,0.02136112791378133,0.015788440647864062,0.48148148148148145
10,1,2,VAR,EWW,2021-06-11,2022-07-07,0.012855078253472716,0.010062650722604463,0.4962962962962963
10,1,2,VAR,EWZ,2021-06-11,2022-07-07,0.01987258449255432,0.015796160003983976,0.5222222222222223
10,1,2,VAR,GXG,2021-06-11,2022-07-07,0.01507404421276327,0.010521891756466143,0.6148148148148148
10,1,2,Ridge,ECH,2021-06-11,2022-07-07,0.021470832079222988,0.016171223720487977,0.4888888888888889
10,1,2,Ridge,EWW,2021-06-11,2022-07-07,0.012970006709930872,0.010121471968746753,0.5185185185185185
10,1,2,Ridge,EWZ,2021-06-11,2022-07-07,0.020616360348121,0.01632089760926233,0.5
10,1,2,Ridge,GXG,2021-06-11,2022-07-07,0.01542951889249816,0.010979915369512911,0.5444444444444444
10,1,2,MLP,ECH,2021-06-11,2022-07-07,0.048427213930059144,0.039371727048058275,0.48148148148148145
10,1,2,MLP,EWW,2021-06-11,2022-07-07,0.06299186433088809,0.04766703200834003,0.4925925925925926
10,1,2,MLP,EWZ,2021-06-11,2022-07-07,0.07493173537230599,0.05719419304173778,0.5
10,1,2,MLP,GXG,2021-06-11,2022-07-07,0.11015261969730561,0.08250634318942579,0.4925925925925926
10,1,2,Random Forest,ECH,2021-06-11,2022-07-07,0.021276249884466972,0.015757789080192427,0.4703703703703704
10,1,2,Random Forest,EWW,2021-06-11,2022-07-07,0.012940696732718781,0.010039982607458947,0.46296296296296297
10,1,2,Random Forest,EWZ,2021-06-11,2022-07-07,0.019858887877932815,0.015639785038316863,0.4888888888888889
10,1,2,Random Forest,GXG,2021-06-11,2022-07-07,0.015416508904346982,0.01079841132899835,0.5592592592592592
10,1,2,Diffusion,ECH,2021-06-11,2022-07-07,0.021231668193229105,0.015743150704026373,0.48518518518518516
10,1,2,Diffusion,EWW,2021-06-11,2022-07-07,0.012755497933351272,0.009939418959321203,0.48518518518518516
10,1,2,Diffusion,EWZ,2021-06-11,2022-07-07,0.019669395145337717,0.015558563573619141,0.4888888888888889
10,1,2,Diffusion,GXG,2021-06-11,2022-07-07,0.015387090976536863,0.010815323010414574,0.4703703703703704
10,1,3,Random Walk,ECH,2022-03-08,2023-04-03,0.021779815746755245,0.016983648674006036,0.007407407407407408
10,1,3,Random Walk,EWW,2022-03-08,2023-04-03,0.014108388600363437,0.011410778971962354,0.0
10,1,3,Random Walk,EWZ,2022-03-08,2023-04-03,0.022173141013990556,0.01711043162565521,0.003703703703703704
10,1,3,Random Walk,GXG,2022-03-08,2023-04-03,0.01803242019408844,0.013592658960423719,0.003703703703703704
10,1,3,Historical Mean,ECH,2022-03-08,2023-04-03,0.022796468945984708,0.017815811823335814,0.5074074074074074
10,1,3,Historical Mean,EWW,2022-03-08,2023-04-03,0.01485586410017424,0.012137733067860796,0.48148148148148145
10,1,3,Historical Mean,EWZ,2022-03-08,2023-04-03,0.023213768846435157,0.018464065175907343,0.48518518518518516
10,1,3,Historical Mean,GXG,2022-03-08,2023-04-03,0.018593239955834485,0.014224301194375188,0.5481481481481482
10,1,3,AR Linear,ECH,2022-03-08,2023-04-03,0.022003462953601147,0.017336921936452913,0.45555555555555555
10,1,3,AR Linear,EWW,2022-03-08,2023-04-03,0.014205496681354915,0.011470401227915936,0.48148148148148145
10,1,3,AR Linear,EWZ,2022-03-08,2023-04-03,0.02304957202969178,0.017953371277663895,0.43333333333333335
10,1,3,AR Linear,GXG,2022-03-08,2023-04-03,0.01769320820061996,0.013475287279366999,0.5740740740740741
10,1,3,ARIMA,ECH,2022-03-08,2023-04-03,0.02326836759907193,0.01830570661316076,0.5148148148148148
10,1,3,ARIMA,EWW,2022-03-08,2023-04-03,0.01860858864834821,0.015245556828862071,0.4888888888888889
10,1,3,ARIMA,EWZ,2022-03-08,2023-04-03,0.023550891860820742,0.018786568063585116,0.4888888888888889
10,1,3,ARIMA,GXG,2022-03-08,2023-04-03,0.01862721298328019,0.014059689927532525,0.4888888888888889
10,1,3,ARCH,ECH,2022-03-08,2023-04-03,0.021781018808687533,0.016988817303603073,0.48148148148148145
10,1,3,ARCH,EWW,2022-03-08,2023-04-03,0.01412534170802372,0.011421848248245124,0.45185185185185184
10,1,3,ARCH,EWZ,2022-03-08,2023-04-03,0.022777361119058565,0.017719213621242718,0.4962962962962963
10,1,3,ARCH,GXG,2022-03-08,2023-04-03,0.017876853245455605,0.013563020033498418,0.5592592592592592
10,1,3,GARCH,ECH,2022-03-08,2023-04-03,0.021788666548235636,0.017007521705790667,0.48148148148148145
10,1,3,GARCH,EWW,2022-03-08,2023-04-03,0.014217776812058533,0.011471028749989948,0.45185185185185184
10,1,3,GARCH,EWZ,2022-03-08,2023-04-03,0.027696312763120227,0.021818570509516688,0.4962962962962963
10,1,3,GARCH,GXG,2022-03-08,2023-04-03,0.019721036327945807,0.014878768944268315,0.5592592592592592
