L,H,Asset,Model,RMSE,MAE,Directional_Accuracy,N_Windows,MCS_Status
21,5,EWW,Ridge,0.03813096263849369,0.028697869201859814,0.5604477611940298,5,Excluded
21,5,EWW,VAR,0.036949325234055405,0.02820183389432812,0.4835820895522388,5,Excluded
21,5,EWZ,AR Linear,0.051193924370711776,0.03858613177169592,0.48731343283582085,5,Excluded
21,5,EWZ,ARCH,0.05101225757947745,0.038634590556438364,0.4843283582089552,5,In MCS
21,5,EWZ,ARIMA,0.05160570865912893,0.03894519331087519,0.49253731343283585,5,Excluded
21,5,EWZ,Diffusion,0.051470037602449115,0.038621577790710584,0.508955223880597,5,Excluded
21,5,EWZ,GARCH,0.05241467059495426,0.03990849712736492,0.4843283582089552,5,Excluded
21,5,EWZ,Historical Mean,0.05116040279032791,0.03847949214651462,0.5291044776119402,5,Excluded
21,5,EWZ,MLP,0.22572841065822016,0.1628461162314425,0.49701492537313435,5,Excluded
21,5,EWZ,Random Forest,0.05130131441412964,0.038842789339099563,0.48134328358208955,5,Excluded
21,5,EWZ,Random Walk,0.05093260611157459,0.03843898127308223,0.5,5,Excluded
21,5,EWZ,Ridge,0.05407648052518601,0.04082719022244741,0.491044776119403,5,Excluded
21,5,EWZ,VAR,0.05101122093806455,0.0386102080982642,0.48134328358208955,5,Excluded
21,5,GXG,AR Linear,0.04945182332513122,0.03570754419233009,0.5514925373134328,5,Excluded
21,5,GXG,ARCH,0.04960700770344901,0.035799492980242695,0.5440298507462686,5,In MCS
21,5,GXG,ARIMA,0.05059672019328661,0.0362633726570008,0.5238805970149254,5,Excluded
21,5,GXG,Diffusion,0.0500816790447447,0.03602625501087608,0.5388059701492537,5,Excluded
21,5,GXG,GARCH,0.04946338501341245,0.03590761896778013,0.5440298507462686,5,Excluded
21,5,GXG,Historical Mean,0.05019913109751397,0.03614085495275284,0.5134328358208955,5,Excluded
21,5,GXG,MLP,0.18438725881566062,0.13190395075933492,0.491044776119403,5,Excluded
21,5,GXG,Random Forest,0.050308999007614374,0.03618933320662022,0.48507462686567165,5,Excluded
21,5,GXG,Random Walk,0.04994530999850863,0.03596923632938192,0.5,5,Excluded
21,5,GXG,Ridge,0.05177802840990621,0.03765233933138751,0.5268656716417911,5,Excluded
21,5,GXG,VAR,0.0496380749413442,0.03584581879269395,0.5373134328358209,5,Excluded
42,1,ECH,AR Linear,0.0211066668997519,0.015480173243690276,0.47368421052631576,5,Excluded
42,1,ECH,ARCH,0.020946872971593967,0.015333377741764237,0.45714285714285713,5,Excluded
42,1,ECH,ARIMA,0.023129820407053782,0.01688099894903549,0.4932330827067669,5,Excluded
42,1,ECH,Diffusion,0.020914064174647036,0.015343112069067263,0.46691729323308273,5,Excluded
42,1,ECH,GARCH,0.02169859073750236,0.01584581757982199,0.45714285714285713,5,Excluded
42,1,ECH,Historical Mean,0.0210800736261308,0.01549453386365365,0.48345864661654137,5,Excluded
42,1,ECH,MLP,0.2977698368453545,0.22623981998751805,0.48270676691729325,5,Excluded
42,1,ECH,Random Forest,0.020868174932037797,0.015250095505225537,0.48120300751879697,5,Excluded
42,1,ECH,Random Walk,0.02081475773927474,0.015219153853499822,0.5,5,In MCS
