ticker,ECH,EWW,EWZ,GXG
ECH,1.0,0.5855064638365823,0.5676711557142259,0.5806399212972597
EWW,0.5855064638365823,1.0,0.6617080759221423,0.6108523535272045
EWZ,0.5676711557142259,0.6617080759221423,1.0,0.5777920701283886
GXG,0.5806399212972597,0.6108523535272045,0.5777920701283886,1.0
